# 3D point list with one line of data per point:
# POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 2000, mean track length: 0
445 0.101096281 0.043366983 0.271198729 128 128 128 1.0
446 0.106933810 -0.098765992 0.333146808 128 128 128 1.0
447 0.022308140 0.070632773 0.383278853 128 128 128 1.0
448 0.030946760 -0.060919045 0.246850287 128 128 128 1.0
449 0.004918453 -0.056815582 0.245377150 128 128 128 1.0
450 -0.101275718 -0.039210278 0.201793691 128 128 128 1.0
451 -0.107797496 -0.130810954 0.364580757 128 128 128 1.0
452 0.032638738 0.160571277 0.230197616 128 128 128 1.0
453 -0.054367757 0.073008911 0.332658096 128 128 128 1.0
454 -0.026159835 0.136733576 0.322927507 128 128 128 1.0
455 -0.092495590 -0.105355197 0.376855546 128 128 128 1.0
456 0.024419328 -0.109736190 0.271168299 128 128 128 1.0
457 0.042777011 0.046181342 0.298542233 128 128 128 1.0
458 0.049777296 0.045748367 0.207353460 128 128 128 1.0
459 -0.024965100 0.033210047 0.304153944 128 128 128 1.0
460 -0.171114550 -0.022641178 0.410167453 128 128 128 1.0
461 0.126432447 -0.175262613 0.559065708 128 128 128 1.0
462 -0.090170906 0.076557670 0.448735846 128 128 128 1.0
463 0.078641384 0.011969478 0.257086587 128 128 128 1.0
464 0.050124703 -0.057218654 0.148184405 128 128 128 1.0
465 0.226311891 0.056648162 0.495446170 128 128 128 1.0
466 -0.072929825 0.117400226 0.477189533 128 128 128 1.0
467 0.124363962 -0.001696507 0.253803037 128 128 128 1.0
468 -0.014185025 -0.176221529 0.213839009 128 128 128 1.0
469 0.007355102 -0.079311877 0.336844252 128 128 128 1.0
470 -0.008719980 0.154458164 0.453810126 128 128 128 1.0
471 -0.003589807 0.096711963 0.287622948 128 128 128 1.0
472 -0.026951762 0.072817945 0.250667154 128 128 128 1.0
473 -0.022318458 -0.105667669 0.359397793 128 128 128 1.0
474 0.130601260 -0.060167751 0.368070360 128 128 128 1.0
475 -0.071785752 -0.091963915 0.251132038 128 128 128 1.0
476 0.116380167 0.188994838 0.388643496 128 128 128 1.0
477 -0.057303438 0.056391331 0.323254118 128 128 128 1.0
478 0.064111868 0.023279491 0.372376332 128 128 128 1.0
479 0.048582085 -0.046359491 0.317650574 128 128 128 1.0
480 -0.137699647 -0.035349555 0.236213385 128 128 128 1.0
481 -0.011574496 -0.076610476 0.358098754 128 128 128 1.0
482 0.036259145 -0.113609806 0.284937672 128 128 128 1.0
483 -0.075464952 0.059719474 0.486508962 128 128 128 1.0
484 0.068122929 -0.027953514 0.467200511 128 128 128 1.0
485 -0.121128619 0.119948644 0.297502863 128 128 128 1.0
486 -0.222423457 0.212064379 0.476241846 128 128 128 1.0
487 -0.082550698 0.013520692 0.332840044 128 128 128 1.0
488 0.008177664 -0.118662915 0.295480481 128 128 128 1.0
489 0.037436903 0.017815694 0.445939081 128 128 128 1.0
490 0.006380021 0.187937735 0.292741475 128 128 128 1.0
491 0.020746591 -0.153305432 0.249749350 128 128 128 1.0
492 0.106282077 -0.075424221 0.392454014 128 128 128 1.0
493 -0.004941669 -0.083563917 0.322140058 128 128 128 1.0
494 -0.041138691 -0.038989269 0.410288657 128 128 128 1.0
495 0.052187564 -0.046194056 0.277431776 128 128 128 1.0
496 0.022586987 -0.008001233 0.432262597 128 128 128 1.0
497 0.212423486 0.067433955 0.347221578 128 128 128 1.0
498 -0.013763518 -0.068535530 0.277466177 128 128 128 1.0
499 -0.080273241 -0.031626814 0.315828524 128 128 128 1.0
500 0.059498457 -0.031919921 0.334204023 128 128 128 1.0
501 -0.097461922 0.131566050 0.390558913 128 128 128 1.0
502 0.143109854 0.063750863 0.469170876 128 128 128 1.0
503 -0.019879002 0.057372865 0.566440510 128 128 128 1.0
504 -0.097882757 0.094101516 0.485835537 128 128 128 1.0
505 0.033690206 0.061216995 0.452370757 128 128 128 1.0
506 -0.053623613 0.033392938 0.278959605 128 128 128 1.0
507 -0.055299763 -0.050525020 0.338298538 128 128 128 1.0
508 0.011982051 0.037042653 0.233927305 128 128 128 1.0
509 0.162142034 0.094682317 0.409485022 128 128 128 1.0
510 -0.029322431 -0.007304533 0.394893314 128 128 128 1.0
511 0.033715199 -0.137684995 0.410742341 128 128 128 1.0
512 0.239059807 -0.151463196 0.431574210 128 128 128 1.0
513 0.030280158 -0.009153218 0.462561259 128 128 128 1.0
514 -0.097087705 0.013367599 0.470156372 128 128 128 1.0
515 -0.016167884 -0.034341043 0.359438178 128 128 128 1.0
516 -0.036540428 0.127133498 0.275452178 128 128 128 1.0
517 0.071754502 -0.102934704 0.405005792 128 128 128 1.0
518 -0.008623958 -0.212412958 0.349508548 128 128 128 1.0
519 -0.087742699 -0.036542521 0.476524144 128 128 128 1.0
520 -0.091886487 -0.087196034 0.468470629 128 128 128 1.0
521 0.009535754 0.126778473 0.376608590 128 128 128 1.0
522 -0.072565174 -0.005453390 0.451130274 128 128 128 1.0
523 0.077400418 0.000072923 0.354011494 128 128 128 1.0
524 -0.009256035 -0.047573374 0.508870380 128 128 128 1.0
525 0.000591454 -0.093032730 0.310766596 128 128 128 1.0
526 0.059745589 0.052764755 0.338720077 128 128 128 1.0
527 -0.054980557 0.001966570 0.212344996 128 128 128 1.0
528 -0.107075457 0.065711968 0.310578496 128 128 128 1.0
529 0.030838715 0.100207403 0.403432999 128 128 128 1.0
530 0.001695172 0.175038549 0.404919904 128 128 128 1.0
531 -0.029156828 0.060215738 0.383547720 128 128 128 1.0
532 -0.070398878 0.006001216 0.336430064 128 128 128 1.0
533 -0.161724187 -0.014180117 0.326715572 128 128 128 1.0
534 -0.036051147 -0.135287744 0.320827999 128 128 128 1.0
535 -0.003264167 0.008383643 0.256611232 128 128 128 1.0
536 0.052018133 -0.099973709 0.331596703 128 128 128 1.0
537 0.107332698 -0.056940584 0.307999866 128 128 128 1.0
538 0.088268246 -0.031577080 0.325579489 128 128 128 1.0
539 0.018188695 0.086273529 0.168829927 128 128 128 1.0
540 -0.068093692 -0.082793075 0.260846922 128 128 128 1.0
541 -0.070222678 -0.068923865 0.374737284 128 128 128 1.0
542 -0.072970216 0.010046742 0.382913646 128 128 128 1.0
543 -0.059844254 0.010710094 0.484201529 128 128 128 1.0
544 0.026404317 -0.052238354 0.344678351 128 128 128 1.0
545 -0.075035363 0.022170897 0.420595931 128 128 128 1.0
546 -0.067035544 -0.017115507 0.440983691 128 128 128 1.0
547 -0.040678857 0.015368200 0.266309536 128 128 128 1.0
548 -0.066942862 -0.041877055 0.524105602 128 128 128 1.0
549 -0.032724011 -0.042396695 0.304944518 128 128 128 1.0
550 -0.013248188 0.052474409 0.365159235 128 128 128 1.0
551 0.164625174 0.017103556 0.465792332 128 128 128 1.0
552 0.022136889 0.048446520 0.234512005 128 128 128 1.0
553 -0.010164756 -0.005515819 0.330563439 128 128 128 1.0
554 -0.172230290 0.070449957 0.319027974 128 128 128 1.0
555 -0.035045706 -0.020413717 0.331753665 128 128 128 1.0
556 0.032567874 -0.101682580 0.275516635 128 128 128 1.0
557 0.023250664 0.011646625 0.319867615 128 128 128 1.0
558 -0.045912992 -0.066753976 0.345331587 128 128 128 1.0
559 0.094458598 -0.084644060 0.471865444 128 128 128 1.0
560 0.067518517 -0.036237099 0.412645990 128 128 128 1.0
561 -0.117272273 -0.138525996 0.246817420 128 128 128 1.0
562 -0.032779717 -0.026032798 0.308788607 128 128 128 1.0
563 0.007953815 -0.170812313 0.389627953 128 128 128 1.0
564 -0.113544046 -0.052868048 0.316971963 128 128 128 1.0
565 -0.092496851 -0.109679973 0.269513467 128 128 128 1.0
566 -0.000953891 0.047198574 0.395138814 128 128 128 1.0
567 -0.079559283 -0.063326172 0.276351747 128 128 128 1.0
568 0.035984985 -0.162993614 0.449067141 128 128 128 1.0
569 -0.038784390 -0.062681989 0.377156304 128 128 128 1.0
570 0.082609524 0.027406661 0.434219557 128 128 128 1.0
571 0.010748705 0.098371088 0.449612803 128 128 128 1.0
572 -0.007958303 0.115136471 0.363178696 128 128 128 1.0
573 0.006951458 -0.073717894 0.326897600 128 128 128 1.0
574 0.062206620 -0.105011753 0.401969921 128 128 128 1.0
575 0.027889276 0.022204913 0.173480624 128 128 128 1.0
576 -0.008259434 0.051860801 0.288963603 128 128 128 1.0
577 0.007224536 -0.190245862 0.403711443 128 128 128 1.0
578 -0.052994625 0.069708556 0.202577098 128 128 128 1.0
579 0.055381391 -0.018955143 0.414608304 128 128 128 1.0
580 -0.074056783 -0.049476562 0.529396108 128 128 128 1.0
581 -0.066396172 -0.056482177 0.327873437 128 128 128 1.0
582 -0.081804698 0.095236543 0.488001065 128 128 128 1.0
583 -0.056328485 -0.138082574 0.443758184 128 128 128 1.0
584 0.088671241 0.065732735 0.442520915 128 128 128 1.0
585 -0.069402021 -0.013479713 0.239271232 128 128 128 1.0
586 -0.113453026 0.078488105 0.296246939 128 128 128 1.0
587 0.182365728 0.005934409 0.298766015 128 128 128 1.0
588 0.063830816 0.144100989 0.388890477 128 128 128 1.0
589 -0.097371614 0.029680224 0.460047845 128 128 128 1.0
590 -0.039459276 -0.061891357 0.431315833 128 128 128 1.0
591 0.011197419 -0.088203368 0.319620272 128 128 128 1.0
592 -0.060452999 0.023701493 0.358774761 128 128 128 1.0
593 0.092035763 0.056773203 0.224917280 128 128 128 1.0
594 0.032559243 0.071754586 0.386470341 128 128 128 1.0
595 0.082404773 -0.043966159 0.273933454 128 128 128 1.0
596 0.074405602 -0.085237174 0.177236997 128 128 128 1.0
597 0.082023996 -0.057934794 0.325514704 128 128 128 1.0
598 -0.111838348 -0.106042207 0.257472893 128 128 128 1.0
599 -0.028851988 0.029599926 0.166175103 128 128 128 1.0
600 0.060173854 -0.094559853 0.264695059 128 128 128 1.0
601 0.054228431 -0.005970715 0.227085297 128 128 128 1.0
602 0.147567415 -0.068849728 0.369785276 128 128 128 1.0
603 0.015991228 0.112906173 0.313546493 128 128 128 1.0
604 0.080647175 -0.059351162 0.439770309 128 128 128 1.0
605 -0.061038770 -0.028976728 0.501677324 128 128 128 1.0
606 0.025357711 0.008780718 0.529363942 128 128 128 1.0
607 0.028908534 -0.065290985 0.408770240 128 128 128 1.0
608 -0.094534473 0.090265323 0.446478221 128 128 128 1.0
609 -0.045836734 -0.050232148 0.364120341 128 128 128 1.0
610 0.001132412 -0.078215009 0.395447029 128 128 128 1.0
611 -0.163350056 -0.034628757 0.317684723 128 128 128 1.0
612 -0.021861244 0.024577912 0.251758206 128 128 128 1.0
613 0.047081207 -0.014412321 0.297982711 128 128 128 1.0
614 -0.109346091 -0.094648742 0.378825982 128 128 128 1.0
615 -0.077107929 0.005135896 0.434958636 128 128 128 1.0
616 0.082611409 0.124831757 0.326296534 128 128 128 1.0
617 -0.086811926 0.081642041 0.374768308 128 128 128 1.0
618 0.089916052 0.000884486 0.445651682 128 128 128 1.0
619 0.067710994 0.057313672 0.390281830 128 128 128 1.0
620 0.031815921 0.018642865 0.368072499 128 128 128 1.0
621 0.079215568 -0.040958374 0.488854811 128 128 128 1.0
622 -0.008499404 0.078830576 0.342780705 128 128 128 1.0
623 -0.019733280 0.162579319 0.325252417 128 128 128 1.0
624 -0.102177341 -0.057126573 0.324621764 128 128 128 1.0
625 0.172415348 0.016540475 0.424777072 128 128 128 1.0
626 -0.080127997 0.028208663 0.403718268 128 128 128 1.0
627 0.144130156 -0.055701636 0.398279157 128 128 128 1.0
628 0.024206713 -0.081737177 0.348443501 128 128 128 1.0
629 -0.021077993 -0.186029234 0.397893530 128 128 128 1.0
630 0.043219474 -0.035114784 0.242915044 128 128 128 1.0
631 0.118390469 0.021279943 0.431336104 128 128 128 1.0
632 0.112825744 -0.041672543 0.414972363 128 128 128 1.0
633 -0.019291921 -0.005003891 0.343150751 128 128 128 1.0
634 -0.000105515 0.089116816 0.359906202 128 128 128 1.0
635 -0.012298620 -0.022122979 0.377305132 128 128 128 1.0
636 -0.071589445 -0.040212674 0.345817554 128 128 128 1.0
637 -0.045267865 -0.009478092 0.301137851 128 128 128 1.0
638 0.160316622 0.106324859 0.385996173 128 128 128 1.0
639 -0.004289481 0.175261133 0.375836233 128 128 128 1.0
640 -0.006947641 0.024250110 0.374475457 128 128 128 1.0
641 0.112825417 -0.001517175 0.517945986 128 128 128 1.0
642 -0.070561701 0.055524017 0.269853858 128 128 128 1.0
643 0.145368077 -0.026445235 0.345344858 128 128 128 1.0
644 0.073938953 0.100427255 0.261049853 128 128 128 1.0
645 -0.027692719 -0.111593862 0.360984412 128 128 128 1.0
646 -0.008109803 -0.027914722 0.295243093 128 128 128 1.0
647 -0.030872517 -0.059711627 0.392316947 128 128 128 1.0
648 0.121276004 -0.154457929 0.340722599 128 128 128 1.0
649 -0.033453742 0.039389487 0.273858639 128 128 128 1.0
650 -0.011714866 -0.083167375 0.405735827 128 128 128 1.0
651 0.007941970 -0.012917965 0.379615034 128 128 128 1.0
652 -0.019718664 -0.124305679 0.397658433 128 128 128 1.0
653 0.023061614 -0.012326368 0.428793994 128 128 128 1.0
654 0.097479644 -0.087382611 0.287513914 128 128 128 1.0
655 0.123782808 0.113508149 0.290928550 128 128 128 1.0
656 -0.094456804 -0.051005404 0.310150687 128 128 128 1.0
657 -0.126725267 0.002493380 0.247585687 128 128 128 1.0
658 -0.096831172 0.073288514 0.295344858 128 128 128 1.0
659 -0.005717695 0.050327708 0.415057926 128 128 128 1.0
660 -0.026961610 0.003529398 0.283967521 128 128 128 1.0
661 0.139790376 0.051995985 0.261740818 128 128 128 1.0
662 0.000324638 0.057084135 0.388352877 128 128 128 1.0
663 0.146333609 0.109785529 0.306855483 128 128 128 1.0
664 -0.007134440 -0.102523311 0.369956239 128 128 128 1.0
665 0.012081685 0.216278629 0.357806008 128 128 128 1.0
666 -0.167460190 -0.053766919 0.358987937 128 128 128 1.0
667 -0.100481223 -0.069376615 0.320749135 128 128 128 1.0
668 0.027344931 -0.013227361 0.278861401 128 128 128 1.0
669 0.063014499 -0.043170996 0.310055293 128 128 128 1.0
670 -0.110372127 -0.062881259 0.402141728 128 128 128 1.0
671 -0.129412413 -0.005693896 0.407418002 128 128 128 1.0
672 -0.030168689 0.019183241 0.260656479 128 128 128 1.0
673 0.104822232 0.088084027 0.368839927 128 128 128 1.0
674 -0.140406309 -0.083676987 0.428136245 128 128 128 1.0
675 0.137049687 0.023729235 0.449785515 128 128 128 1.0
676 -0.048620936 -0.015150973 0.350091832 128 128 128 1.0
677 0.033847740 -0.122304767 0.425253347 128 128 128 1.0
678 0.105803732 -0.091898812 0.241572826 128 128 128 1.0
679 0.028044809 -0.052344952 0.160333625 128 128 128 1.0
680 0.064686681 0.012447553 0.311868240 128 128 128 1.0
681 0.169075543 0.011112340 0.289725595 128 128 128 1.0
682 0.008092145 -0.083205541 0.289063458 128 128 128 1.0
683 0.030909024 -0.044335856 0.313922074 128 128 128 1.0
684 0.133515589 0.068771903 0.414226066 128 128 128 1.0
685 0.042305336 0.038736125 0.466526792 128 128 128 1.0
686 -0.001563679 0.148441130 0.273887867 128 128 128 1.0
687 -0.020403015 -0.110287709 0.322498158 128 128 128 1.0
688 0.041475395 0.116099751 0.296933797 128 128 128 1.0
689 0.000424358 -0.028736832 0.290912005 128 128 128 1.0
690 -0.095150356 0.004852893 0.211434800 128 128 128 1.0
691 0.008843452 0.001676155 0.297379976 128 128 128 1.0
692 -0.080872286 -0.110744583 0.499706273 128 128 128 1.0
693 -0.107357765 0.124616189 0.398013181 128 128 128 1.0
694 -0.029121677 -0.092566147 0.433399480 128 128 128 1.0
695 0.138372096 -0.074721953 0.326100384 128 128 128 1.0
696 0.084129901 0.026862669 0.509996876 128 128 128 1.0
697 -0.045611556 0.043383297 0.249925762 128 128 128 1.0
698 0.167671338 -0.058427265 0.173362638 128 128 128 1.0
699 -0.010061122 -0.011154450 0.503245721 128 128 128 1.0
700 -0.027105572 -0.001011500 0.397475110 128 128 128 1.0
701 0.126901655 -0.005058369 0.433158231 128 128 128 1.0
702 0.041446767 -0.023698827 0.356204355 128 128 128 1.0
703 0.002293910 -0.073281971 0.447094460 128 128 128 1.0
704 -0.110849620 0.093693514 0.426353546 128 128 128 1.0
705 -0.007443941 -0.061235548 0.331885993 128 128 128 1.0
706 0.037821973 0.059444675 0.372953517 128 128 128 1.0
707 0.079370907 -0.044594766 0.368766112 128 128 128 1.0
708 -0.125467665 0.061090133 0.362254100 128 128 128 1.0
709 -0.033245934 0.092923393 0.405322092 128 128 128 1.0
710 -0.225311539 0.003190660 0.233598080 128 128 128 1.0
711 0.085332790 0.199125986 0.308517319 128 128 128 1.0
712 0.005966332 -0.020082686 0.378065049 128 128 128 1.0
713 0.051563921 0.102975515 0.271006293 128 128 128 1.0
714 0.125730785 -0.074521108 0.372167096 128 128 128 1.0
715 0.092686131 0.057055899 0.274914005 128 128 128 1.0
716 -0.056153889 -0.036986472 0.345906458 128 128 128 1.0
717 0.091756260 -0.103344915 0.387336120 128 128 128 1.0
718 0.048797795 0.044663098 0.387304507 128 128 128 1.0
719 0.121465450 0.039024667 0.418556740 128 128 128 1.0
720 0.045083720 0.143449027 0.198015621 128 128 128 1.0
721 0.102568686 -0.020882462 0.327542651 128 128 128 1.0
722 -0.077558139 -0.149495637 0.319448412 128 128 128 1.0
723 -0.054983465 0.039533918 0.232219002 128 128 128 1.0
724 0.114529054 0.021754707 0.330167785 128 128 128 1.0
725 -0.056753868 -0.062976564 0.259593027 128 128 128 1.0
726 -0.043548858 0.000484033 0.335810924 128 128 128 1.0
727 -0.113159030 -0.021266259 0.278545367 128 128 128 1.0
728 0.012790575 0.149172150 0.400001816 128 128 128 1.0
729 -0.025049595 -0.129990654 0.236822055 128 128 128 1.0
730 -0.134937866 0.058077477 0.288794452 128 128 128 1.0
731 0.005008021 -0.049761135 0.357295723 128 128 128 1.0
732 0.112134170 -0.054795675 0.322723573 128 128 128 1.0
733 -0.064507513 0.069965992 0.267942625 128 128 128 1.0
734 -0.090638660 -0.111013037 0.237322119 128 128 128 1.0
735 0.037671547 0.205530002 0.270369895 128 128 128 1.0
736 0.076123666 0.020088563 0.261838195 128 128 128 1.0
737 -0.022135964 -0.018633334 0.294743849 128 128 128 1.0
738 0.154448550 -0.152489646 0.380482916 128 128 128 1.0
739 0.026521958 -0.046369296 0.361960229 128 128 128 1.0
740 0.070208397 0.012218811 0.383386026 128 128 128 1.0
741 0.055432955 -0.162564479 0.468270250 128 128 128 1.0
742 0.182264318 0.078463604 0.431093171 128 128 128 1.0
743 -0.112659758 -0.009474269 0.285036495 128 128 128 1.0
744 -0.046975541 0.077362953 0.285687953 128 128 128 1.0
745 -0.010408103 -0.152686458 0.337325440 128 128 128 1.0
746 0.007201341 -0.056383217 0.292409056 128 128 128 1.0
747 0.150913831 -0.096779543 0.265950637 128 128 128 1.0
748 -0.064720838 0.095905522 0.518123396 128 128 128 1.0
749 0.026574068 -0.057385441 0.315781411 128 128 128 1.0
750 0.085184985 -0.072885430 0.466235730 128 128 128 1.0
751 0.113326255 0.005616641 0.401690398 128 128 128 1.0
752 0.059979676 0.124336809 0.265883860 128 128 128 1.0
753 0.094496372 -0.030018240 0.288579121 128 128 128 1.0
754 0.008213795 -0.017147543 0.271000562 128 128 128 1.0
755 -0.127786434 -0.075367592 0.466188578 128 128 128 1.0
756 0.157005560 0.052009316 0.444874037 128 128 128 1.0
757 -0.041346637 -0.006172134 0.372621179 128 128 128 1.0
758 -0.086503167 -0.079195533 0.357774185 128 128 128 1.0
759 -0.025624314 -0.085084542 0.380922570 128 128 128 1.0
760 -0.021062344 0.081708316 0.349585512 128 128 128 1.0
761 -0.024024517 0.010213855 0.336241324 128 128 128 1.0
762 -0.053443684 -0.032156487 0.409953523 128 128 128 1.0
763 0.051721337 0.102898225 0.214560485 128 128 128 1.0
764 -0.031447254 -0.033166028 0.363741801 128 128 128 1.0
765 -0.036172581 -0.041054641 0.412637994 128 128 128 1.0
766 0.014247001 -0.093309122 0.456760506 128 128 128 1.0
767 0.079740164 -0.045916772 0.416502433 128 128 128 1.0
768 -0.058813059 0.090055873 0.332573501 128 128 128 1.0
769 -0.064227392 -0.029848352 0.288733570 128 128 128 1.0
770 0.015371173 0.014008419 0.352864237 128 128 128 1.0
771 -0.044529236 -0.292886545 0.357426849 128 128 128 1.0
772 -0.151698750 0.019535068 0.440463499 128 128 128 1.0
773 0.021910851 -0.031154928 0.335609792 128 128 128 1.0
774 -0.010645010 -0.043939330 0.303296841 128 128 128 1.0
775 -0.073911677 0.095052980 0.348755738 128 128 128 1.0
776 0.076501712 -0.020004083 0.355773420 128 128 128 1.0
777 -0.013630612 0.037026884 0.416130852 128 128 128 1.0
778 0.019176370 -0.053905293 0.287603694 128 128 128 1.0
779 0.132733643 -0.022403014 0.326711828 128 128 128 1.0
780 0.117200593 0.087028892 0.392707035 128 128 128 1.0
781 -0.031951723 0.188255807 0.381437903 128 128 128 1.0
782 0.043758838 -0.013688491 0.236855405 128 128 128 1.0
783 -0.106780965 0.032558255 0.381346354 128 128 128 1.0
784 -0.019199866 -0.093734703 0.234667371 128 128 128 1.0
785 -0.026228053 -0.116490235 0.421913227 128 128 128 1.0
786 0.092213183 0.226322733 0.420265396 128 128 128 1.0
787 -0.047427968 -0.069733199 0.073861753 128 128 128 1.0
788 -0.047591131 -0.014157910 0.427424581 128 128 128 1.0
789 0.048928012 0.047067979 0.367090208 128 128 128 1.0
790 0.052872802 0.115808000 0.264809849 128 128 128 1.0
791 -0.036584031 -0.111082525 0.479492825 128 128 128 1.0
792 0.103749530 0.060182733 0.254115886 128 128 128 1.0
793 0.013835584 -0.018771149 0.356466164 128 128 128 1.0
794 -0.015049450 0.041596226 0.318412810 128 128 128 1.0
795 0.068365640 0.019311589 0.326553906 128 128 128 1.0
796 -0.008948269 -0.035246993 0.415110724 128 128 128 1.0
797 -0.021717159 0.023591232 0.318607633 128 128 128 1.0
798 -0.118808150 0.072488352 0.265349879 128 128 128 1.0
799 0.054332877 0.033612222 0.217517325 128 128 128 1.0
800 -0.075574525 -0.041128051 0.284342557 128 128 128 1.0
801 -0.094565659 0.059207654 0.330839568 128 128 128 1.0
802 0.030855246 -0.034440676 0.374426286 128 128 128 1.0
803 -0.060092072 -0.002121342 0.396547663 128 128 128 1.0
804 0.003605825 -0.036568819 0.263066680 128 128 128 1.0
805 0.013410637 0.027595640 0.329331244 128 128 128 1.0
806 -0.061545626 0.043406643 0.548538435 128 128 128 1.0
807 -0.024196958 0.026939156 0.380191439 128 128 128 1.0
808 -0.205317189 0.009908988 0.293478504 128 128 128 1.0
809 0.110775039 -0.020318866 0.287797136 128 128 128 1.0
810 -0.017479947 0.013324885 0.305207554 128 128 128 1.0
811 -0.004213022 -0.108332787 0.331979724 128 128 128 1.0
812 0.062053830 0.157533782 0.406521189 128 128 128 1.0
813 0.021754709 0.094701269 0.431528693 128 128 128 1.0
814 0.133107416 0.086612468 0.340570913 128 128 128 1.0
815 0.020675809 0.014332900 0.374171136 128 128 128 1.0
816 0.016025687 -0.062594304 0.181709129 128 128 128 1.0
817 -0.053734289 -0.162082759 0.355436729 128 128 128 1.0
818 0.000362911 -0.134045960 0.405053453 128 128 128 1.0
819 0.069348647 0.007668143 0.483413304 128 128 128 1.0
820 0.149733244 -0.096479520 0.432936412 128 128 128 1.0
821 0.035267830 0.033465582 0.424755801 128 128 128 1.0
822 -0.057533424 -0.047389795 0.283866231 128 128 128 1.0
823 -0.060392190 -0.007880939 0.233854067 128 128 128 1.0
824 -0.083658190 0.046202263 0.344322983 128 128 128 1.0
825 0.030636383 -0.151140839 0.287291739 128 128 128 1.0
826 -0.044433812 0.002602785 0.303097266 128 128 128 1.0
827 0.074657170 -0.004662089 0.351361133 128 128 128 1.0
828 0.001083054 0.056638836 0.312270343 128 128 128 1.0
829 0.089791503 0.036804688 0.362322955 128 128 128 1.0
830 0.003338919 0.041624317 0.431231323 128 128 128 1.0
831 0.075642204 0.030068813 0.420137500 128 128 128 1.0
832 0.009468655 0.100199216 0.347871479 128 128 128 1.0
833 -0.166011142 0.107030605 0.358628087 128 128 128 1.0
834 -0.093686276 -0.015857897 0.279293314 128 128 128 1.0
835 0.168016751 0.039814796 0.224503106 128 128 128 1.0
836 0.043693164 -0.031899196 0.503342667 128 128 128 1.0
837 -0.084215728 -0.179762360 0.355269534 128 128 128 1.0
838 -0.027842188 -0.033326859 0.178700867 128 128 128 1.0
839 0.034144748 0.133867612 0.197276074 128 128 128 1.0
840 0.093697895 -0.045497349 0.537920422 128 128 128 1.0
841 0.034880634 -0.015027550 0.438430541 128 128 128 1.0
842 0.042082276 -0.047396478 0.406817355 128 128 128 1.0
843 -0.040855670 -0.143079037 0.512527375 128 128 128 1.0
844 -0.027966648 -0.048721120 0.377097765 128 128 128 1.0
845 -0.124770549 -0.108286292 0.310028264 128 128 128 1.0
846 -0.041577745 0.005751142 0.439804617 128 128 128 1.0
847 -0.037922158 0.039423878 0.398123600 128 128 128 1.0
848 -0.086726031 0.018276458 0.274586610 128 128 128 1.0
849 0.085111900 0.036407190 0.351320329 128 128 128 1.0
850 -0.107175972 0.009279201 0.288637799 128 128 128 1.0
851 0.056477011 -0.009546120 0.285012435 128 128 128 1.0
852 0.074041432 0.057722805 0.302536234 128 128 128 1.0
853 0.092962227 -0.023871574 0.325267871 128 128 128 1.0
854 0.009904084 -0.060210700 0.314668808 128 128 128 1.0
855 -0.012838342 0.122422641 0.469971979 128 128 128 1.0
856 -0.020709616 0.128835019 0.346537060 128 128 128 1.0
857 0.030446454 0.070686227 0.373363826 128 128 128 1.0
858 0.193214576 0.019467705 0.254192860 128 128 128 1.0
859 0.104437678 -0.032965079 0.325656933 128 128 128 1.0
860 -0.239333831 0.080078872 0.415475932 128 128 128 1.0
861 0.063921558 0.078272472 0.485280016 128 128 128 1.0
862 -0.003680148 0.075009320 0.290492815 128 128 128 1.0
863 -0.028304095 0.084540812 0.381289906 128 128 128 1.0
864 -0.106673215 0.028906350 0.335367085 128 128 128 1.0
865 -0.065493303 0.034742964 0.317639544 128 128 128 1.0
866 -0.125639175 -0.088892422 0.491533606 128 128 128 1.0
867 -0.121194313 0.017824175 0.398804473 128 128 128 1.0
868 0.051135124 -0.098037733 0.324276946 128 128 128 1.0
869 0.011267738 0.064016741 0.298403134 128 128 128 1.0
870 -0.093077960 0.080205924 0.438412292 128 128 128 1.0
871 0.029605804 -0.048702973 0.382540932 128 128 128 1.0
872 0.008744856 0.067010294 0.250070963 128 128 128 1.0
873 0.009300862 -0.012725108 0.261225303 128 128 128 1.0
874 0.017251860 0.002793427 0.317171307 128 128 128 1.0
875 0.031682300 -0.113503761 0.345708657 128 128 128 1.0
876 0.034513133 0.022721429 0.436114223 128 128 128 1.0
877 -0.096089006 -0.120630434 0.369125419 128 128 128 1.0
878 0.036412202 0.169585903 0.399328998 128 128 128 1.0
879 -0.069915864 0.064482379 0.282349588 128 128 128 1.0
880 -0.118866876 0.208728070 0.376066030 128 128 128 1.0
881 0.057196051 0.045084020 0.494966142 128 128 128 1.0
882 0.022728521 0.097415843 0.267817292 128 128 128 1.0
883 -0.111372879 0.114124561 0.467988777 128 128 128 1.0
884 0.040858065 0.018085320 0.363294128 128 128 128 1.0
885 -0.055052914 0.123091032 0.402710465 128 128 128 1.0
886 0.040472436 0.030090021 0.433833026 128 128 128 1.0
887 0.040400424 0.059628782 0.256485530 128 128 128 1.0
888 0.040802640 0.174976121 0.308518160 128 128 128 1.0
889 -0.010306309 0.071355497 0.426584253 128 128 128 1.0
890 0.049954167 -0.129408021 0.390138422 128 128 128 1.0
891 -0.094693961 -0.065976153 0.393844303 128 128 128 1.0
892 -0.023665930 0.064769833 0.601851092 128 128 128 1.0
